,YEAR,DAY_OF_WEEK,DAY_OF_WEEK_STR,FL_DATE,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_Name,ORIGIN_IATA,ORIGIN_ICAO,ORIGIN_CITY_MARKET_ID,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_Latitude,ORIGIN_Longitude,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_Name,DEST_IATA,DEST_ICAO,DEST_CITY_MARKET_ID,DEST_CITY_NAME,DEST_STATE_ABR,DEST_Latitude,DEST_Longitude,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,ORIGIN_STATION,ORIGIN_DATE,ORIGIN_AWND,ORIGIN_PGTM,ORIGIN_PRCP,ORIGIN_SNOW,ORIGIN_SNWD,ORIGIN_TAVG,ORIGIN_TMAX,ORIGIN_TMIN,ORIGIN_WDF2,ORIGIN_WDF5,ORIGIN_WSF2,ORIGIN_WSF5,ORIGIN_WT01,ORIGIN_WT02,ORIGIN_WT03,ORIGIN_WT04,ORIGIN_WT05,ORIGIN_WT06,ORIGIN_WT07,ORIGIN_WT08,ORIGIN_WT09,ORIGIN_WESD,ORIGIN_WT10,ORIGIN_PSUN,ORIGIN_TSUN,ORIGIN_SN32,ORIGIN_SX32,ORIGIN_TOBS,ORIGIN_WT11,DEST_STATION,DEST_DATE,DEST_AWND,DEST_PGTM,DEST_PRCP,DEST_SNOW,DEST_SNWD,DEST_TAVG,DEST_TMAX,DEST_TMIN,DEST_WDF2,DEST_WDF5,DEST_WSF2,DEST_WSF5,DEST_WT01,DEST_WT02,DEST_WT03,DEST_WT04,DEST_WT05,DEST_WT06,DEST_WT07,DEST_WT08,DEST_WT09,DEST_WESD,DEST_WT10,DEST_PSUN,DEST_TSUN,DEST_SN32,DEST_SX32,DEST_TOBS,DEST_WT11
285959,2019,3,Wed,2019-01-16 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,14524,1452401,Richmond International,RIC,KRIC,34524,"Richmond, VA",VA,37.5,-77.31,1556,-6,0,0,-2,0,0,USW00013874,2019-01-16 00:00:00 UTC,7.61,,0,0,0,38,53,30,320,330,13,16.1,1,,,,,,,1,,,,,,,,,,USW00013740,2019-01-16 00:00:00 UTC,4.25,,0,0,0,34,47,25,360,360,12.1,15,1,,,,,,,,,,,,,,,,
529520,2019,2,Tue,2019-01-22 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,12892,1289208,Los Angeles International,LAX,KLAX,32575,"Los Angeles, CA",CA,33.94,-118.4,1446,14,14,0,32,32,1,USW00094847,2019-01-22 00:00:00 UTC,7.61,,0.17,0,5.1,12,30,1,160,160,17,21.9,1,,,1,,1,,,,,,,,,,,,USW00023174,2019-01-22 00:00:00 UTC,8.28,,0,,,58,65,52,330,330,23.9,38,,,,,,,,,,,,,,,,,
260238,2019,6,Sat,2019-01-26 00:00:00 UTC,14679,1467903,San Diego International,SAN,KSAN,33570,"San Diego, CA",CA,32.7,-117.1,14057,1405702,Portland International,PDX,KPDX,34057,"Portland, OR",OR,45.58,-122.59,1757,-23,0,0,-13,0,0,USW00023188,2019-01-26 00:00:00 UTC,4.47,,0,,,62,78,50,290,290,17,23.9,,,,,,,,,,,,,,,,,,USW00024229,2019-01-26 00:00:00 UTC,2.24,,0,0,0,39,43,33,100,110,8.1,8.1,1,1,,,,,,,,,,,,,,,
97939,2019,3,Wed,2019-01-30 00:00:00 UTC,14100,1410005,Philadelphia International,PHL,KPHL,34100,"Philadelphia, PA",PA,39.87,-75.24,13204,1320402,Orlando International,MCO,KMCO,31454,"Orlando, FL",FL,28.42,-81.3,2054,0,0,0,-4,0,0,USW00013739,2019-01-30 00:00:00 UTC,15.88,,0.01,0.2,0,27,35,7,250,260,38,52.1,,,,,,,,,,,,,,,,,,USW00012815,2019-01-30 00:00:00 UTC,10.51,,0,0,0,55,56,44,30,30,17,21,,,,,,,,,,,,,,,,,
235013,2019,3,Wed,2019-01-30 00:00:00 UTC,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,10980,1098002,Lovell Field,CHA,KCHA,30980,"Chattanooga, TN",TN,35.03,-85.2,1008,-25,0,0,-3,0,0,USW00094847,2019-01-30 00:00:00 UTC,19.46,,0,0,5.1,-3,1,-13,250,250,30,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279605,2019,7,Sun,2019-01-27 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,13360,1336003,Melbourne International,MLB,KMLB,33360,"Melbourne, FL",FL,28.1,-80.64,1033,-3,0,0,-3,0,0,USW00013874,2019-01-27 00:00:00 UTC,2.01,,0,0,0,42,51,33,320,300,8.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336698,2019,5,Fri,2019-01-18 00:00:00 UTC,14492,1449202,Raleigh Durham International,RDU,KRDU,34492,"Raleigh/Durham, NC",NC,35.87,-78.78,12953,1295304,La Guardia,LGA,KLGA,31703,"New York, NY",NY,40.77,-73.87,1042,52,52,1,-5,0,0,USW00013722,2019-01-18 00:00:00 UTC,4.92,,0,0,0,48,59,39,300,270,13,21,,,,,,,,,,,,,,,,,,USW00014732,2019-01-18 00:00:00 UTC,7.61,,0.03,0.4,0,33,42,29,310,270,14.1,18.1,1,,,,,,,,,,,,,,,,
180696,2019,4,Thu,2019-01-31 00:00:00 UTC,12889,1288903,McCarran International,LAS,KLAS,32211,"Las Vegas, NV",NV,36.08,-115.15,13796,1379608,Metropolitan Oakland International,OAK,KOAK,32457,"Oakland, CA",CA,37.72,-122.22,654,-21,0,0,-5,0,0,USW00023169,2019-01-31 00:00:00 UTC,2.91,,0,0,0,53,62,43,30,40,8.9,11,,,,,,,,,,,,,,,,,,USW00093225,2019-01-31 00:00:00 UTC,4.47,128,0,,,,64,44,140,280,8.9,14.1,,,,,,,,,,,,,,,,,
129449,2019,1,Mon,2019-01-14 00:00:00 UTC,13230,1323002,Harrisburg International,MDT,KMDT,32070,"Harrisburg, PA",PA,40.19,-76.76,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,1226,-14,0,0,16,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00094846,2019-01-14 00:00:00 UTC,8.28,,0,0,2,25,27,23,250,230,14.1,19.9,1,,,,,1,,1,,,,,,,,,
194624,2019,4,Thu,2019-01-31 00:00:00 UTC,14761,1476106,Orlando Sanford International,SFB,KSFB,34761,"Sanford, FL",FL,28.77,-81.23,10257,1025702,Albany International,ALB,KALB,30257,"Albany, NY",NY,42.74,-73.8,1052,-31,0,0,-12,0,0,USW00093805,2019-01-31 00:00:00 UTC,4.92,,0,,,42,60,28,70,70,14.1,18.1,,,,,,,,,,,,,,,,,,USW00014735,2019-01-31 00:00:00 UTC,8.28,,0,0,5.1,4,14,-3,270,320,19.9,25.9,,,,,,,,,,,,,,,,,
213637,2019,4,Thu,2019-01-03 00:00:00 UTC,10721,1072102,General Edward Lawrence Logan International,BOS,KBOS,30721,"Boston, MA",MA,42.36,-71,14100,1410005,Philadelphia International,PHL,KPHL,34100,"Philadelphia, PA",PA,39.87,-75.24,1241,2,2,0,9,9,0,USW00014739,2019-01-03 00:00:00 UTC,10.51,,0.02,0,,38,46,32,320,320,19.9,27.1,,,,,,,,,,,,,,,,,,USW00013739,2019-01-03 00:00:00 UTC,9.62,,0,0,0,42,46,34,320,310,23,30,,,,,,,,,,,,,,,,,
5386,2019,2,Tue,2019-01-15 00:00:00 UTC,10529,1052906,Bradley International,BDL,KBDL,30529,"Hartford, CT",CT,41.93,-72.68,11193,1119302,Cincinnati Northern Kentucky International,CVG,KCVG,33105,"Cincinnati, OH",KY,39.04,-84.66,1553,44,44,1,63,63,1,USW00014740,2019-01-15 00:00:00 UTC,4.7,,0,0,0,22,35,11,330,350,14.1,18.1,,,,,,,,,,,,,,,,,,USW00093812,2019-01-15 00:00:00 UTC,5.37,,0,,,,33,15,200,230,15,19,1,1,,,,,,1,,,,,,,,,
202357,2019,1,Mon,2019-01-21 00:00:00 UTC,10431,1043105,Asheville Regional,AVL,KAVL,30431,"Asheville, NC",NC,35.43,-82.54,11057,1105703,Charlotte Douglas International,CLT,KCLT,31057,"Charlotte, NC",NC,35.21,-80.94,1220,-7,0,0,-10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00013881,2019-01-21 00:00:00 UTC,5.82,,0,0,0,29,37,19,350,90,14.1,19.9,,,,,,,,,,,,,,,,,
497154,2019,2,Tue,2019-01-15 00:00:00 UTC,14747,1474703,Seattle Tacoma International,SEA,KSEA,30559,"Seattle, WA",WA,47.44,-122.3,10299,1029906,Ted Stevens Anchorage International,ANC,PANC,30299,"Anchorage, AK",AK,61.17,-149.99,2207,-13,0,0,1,1,0,USW00024233,2019-01-15 00:00:00 UTC,3.36,,0,0,0,39,47,31,90,90,15,17,1,1,,,,,,,,,,,,,,,,USW00026451,2019-01-15 00:00:00 UTC,5.37,1520,0,0,11,23,25,17,40,140,10.1,14.1,,,,,,,,,,,,,,,,,
361926,2019,6,Sat,2019-01-26 00:00:00 UTC,13198,1319801,Kansas City International,MCI,KMCI,33198,"Kansas City, MO",MO,39.29,-94.71,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,1131,-15,0,0,-2,0,0,USW00003947,2019-01-26 00:00:00 UTC,7.61,,0,0,1.2,29,40,21,240,290,15,19.9,,,,,,,,,,,,,,,,,,USW00094846,2019-01-26 00:00:00 UTC,5.82,,0.06,1.7,7.1,2,12,-7,280,210,14.1,19,1,,,,,,,,,,,,,,,,
487570,2019,3,Wed,2019-01-02 00:00:00 UTC,14869,1486903,Salt Lake City International,SLC,KSLC,34614,"Salt Lake City, UT",UT,40.78,-111.97,12954,1295407,Long Beach  Daugherty Field,LGB,KLGB,32575,"Long Beach, CA",CA,33.81,-118.15,925,-19,0,0,-8,0,0,USW00024127,2019-01-02 00:00:00 UTC,5.59,,0,0,2,16,25,11,140,140,10.1,14.1,,,,,,,,,,,,,,,,,,USW00023174,2019-01-02 00:00:00 UTC,4.7,,0,,,52,61,39,250,250,14.1,16.1,,,,,,,,,,,,,,,,,
142173,2019,3,Wed,2019-01-09 00:00:00 UTC,11540,1154005,El Paso International,ELP,KELP,30615,"El Paso, TX",TX,31.8,-106.37,14683,1468305,San Antonio International,SAT,KSAT,33214,"San Antonio, TX",TX,29.53,-98.46,1811,-14,0,0,-3,0,0,USW00023044,2019-01-09 00:00:00 UTC,6.04,,0.02,0,0,49,55,39,10,80,13,16.1,,,,,,,,,,,,,,,,,,USW00012921,2019-01-09 00:00:00 UTC,10.07,,0,0,0,59,64,49,50,20,18.1,25.1,,,,,,,,,,,,,,,,,
6412,2019,1,Mon,2019-01-28 00:00:00 UTC,12953,1295304,La Guardia,LGA,KLGA,31703,"New York, NY",NY,40.77,-73.87,11042,1104205,Cleveland Hopkins International,CLE,KCLE,30647,"Cleveland, OH",OH,41.41,-81.84,819,-24,0,0,-10,0,0,USW00014732,2019-01-28 00:00:00 UTC,9.17,,0,0,0,33,39,25,340,330,19.9,23.9,,,,,,,,,,,,,,,,,,USW00014820,2019-01-28 00:00:00 UTC,11.86,,0.14,0,2,18,40,6,160,180,23,36,1,,,,,,,,,,,,,,,,
247731,2019,5,Fri,2019-01-04 00:00:00 UTC,14696,1469608,South Bend Regional,SBN,KSBN,34696,"South Bend, IN",IN,41.7,-86.31,11433,1143302,Detroit Metropolitan Wayne County,DTW,KDTW,31295,"Detroit, MI",MI,42.21,-83.35,1112,-22,0,0,-8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00094847,2019-01-04 00:00:00 UTC,8.05,,0,0,0,36,50,30,200,240,16.1,19,,,,,,,,1,,,,,,,,,
203607,2019,3,Wed,2019-01-02 00:00:00 UTC,10693,1069302,Nashville International,BNA,KBNA,30693,"Nashville, TN",TN,36.12,-86.67,11278,1127805,Ronald Reagan Washington National,DCA,KDCA,30852,"Washington, DC",VA,38.85,-77.03,2112,-8,0,0,-4,0,0,USW00093718,2019-01-02 00:00:00 UTC,5.14,,0.47,,,,66,56,90,90,12.1,15,1,,,,,,,,,,,,,,,,,USW00093738,2019-01-02 00:00:00 UTC,4.92,,0,0,0,43,45,37,150,140,12.1,16.1,,,,,,,,,,,,,,,,,
126816,2019,4,Thu,2019-01-03 00:00:00 UTC,10434,1043405,Wilkes Barre Scranton International,AVP,KAVP,30434,"Scranton/Wilkes-Barre, PA",PA,41.33,-75.72,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,1617,-5,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00094846,2019-01-03 00:00:00 UTC,11.63,,0,0,0,29,38,24,220,210,17,27.1,,,,,,,,,,,,,,,,,
261691,2019,1,Mon,2019-01-28 00:00:00 UTC,14747,1474703,Seattle Tacoma International,SEA,KSEA,30559,"Seattle, WA",WA,47.44,-122.3,14869,1486903,Salt Lake City International,SLC,KSLC,34614,"Salt Lake City, UT",UT,40.78,-111.97,746,-24,0,0,-10,0,0,USW00024233,2019-01-28 00:00:00 UTC,10.74,,0,0,0,43,51,37,20,20,18.1,21.9,1,,,,,,,,,,,,,,,,,USW00024127,2019-01-28 00:00:00 UTC,5.82,,0,0,0,34,41,26,310,310,16.1,19,1,,,,,,,1,,,,,,,,,
327031,2019,5,Fri,2019-01-04 00:00:00 UTC,14869,1486903,Salt Lake City International,SLC,KSLC,34614,"Salt Lake City, UT",UT,40.78,-111.97,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,1140,-31,0,0,-5,0,0,USW00024127,2019-01-04 00:00:00 UTC,3.58,,0,0,2,21,30,13,280,280,8.9,8.9,1,,1,,,,,1,,,,,,,,,,USW00003017,2019-01-04 00:00:00 UTC,9.4,,0,0,0,42,62,30,210,220,16.1,19.9,,,,,,,,,,,,,,,,,
535835,2019,4,Thu,2019-01-03 00:00:00 UTC,10529,1052906,Bradley International,BDL,KBDL,30529,"Hartford, CT",CT,41.93,-72.68,12264,1226402,Washington Dulles International,IAD,KIAD,30852,"Washington, DC",VA,38.94,-77.45,1138,-6,0,0,-6,0,0,USW00014740,2019-01-03 00:00:00 UTC,8.05,,0,0,0,34,44,29,310,310,31.1,40,1,,,,,1,,,,,,,,,,,,USW00093738,2019-01-03 00:00:00 UTC,4.92,,0,0,0,44,49,30,320,320,21,27.1,,,,,,,,,,,,,,,,,
473224,2019,7,Sun,2019-01-27 00:00:00 UTC,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,14696,1469608,South Bend Regional,SBN,KSBN,34696,"South Bend, IN",IN,41.7,-86.31,1918,91,91,1,104,104,1,USW00094846,2019-01-27 00:00:00 UTC,6.93,,0,0,7.1,4,11,-5,130,120,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400136,2019,7,Sun,2019-01-20 00:00:00 UTC,13495,1349505,Louis Armstrong New Orleans International,MSY,KMSY,33495,"New Orleans, LA",LA,29.99,-90.25,10693,1069302,Nashville International,BNA,KBNA,30693,"Nashville, TN",TN,36.12,-86.67,1818,-7,0,0,-2,0,0,USW00012916,2019-01-20 00:00:00 UTC,12.3,,0,,,43,51,39,320,300,23.9,31.1,,,,,,,,,,,,,,,,,,USW00093718,2019-01-20 00:00:00 UTC,12.75,,0.19,,,,64,37,210,220,28,36,1,,,,,,,,,,,,,,,,
335324,2019,4,Thu,2019-01-31 00:00:00 UTC,11003,1100303,The Eastern Iowa,CID,KCID,31003,"Cedar Rapids/Iowa City, IA",IA,41.88,-91.71,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,2046,-14,0,0,-6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00003017,2019-01-31 00:00:00 UTC,9.62,,0,0,0,35,48,21,130,160,18.1,23,,,,,,,,,,,,,,,,,
227108,2019,6,Sat,2019-01-05 00:00:00 UTC,14771,1477104,San Francisco International,SFO,KSFO,32457,"San Francisco, CA",CA,37.61,-122.37,14570,1457002,Reno Tahoe International,RNO,KRNO,34570,"Reno, NV",NV,39.49,-119.76,56,366,366,1,363,363,1,USW00023234,2019-01-05 00:00:00 UTC,16.11,,0.19,,,53,58,49,200,190,45,55,,,,,,,,,,,,,,,,,,USW00023185,2019-01-05 00:00:00 UTC,10.74,,0.01,0,0,33,51,22,200,210,42.9,55.9,1,,,,,,,,,,,,,,,,
237439,2019,7,Sun,2019-01-13 00:00:00 UTC,14588,1458804,Roswell International Air Center,ROW,KROW,34588,"Roswell, NM",NM,33.3,-104.53,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,1942,-24,0,0,-18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00023183,2019-01-13 00:00:00 UTC,2.01,,0.01,,,55,63,47,280,290,10.1,12.1,1,,,,,,,,,,,,,,,,
58547,2019,4,Thu,2019-01-10 00:00:00 UTC,10140,1014005,Albuquerque International Sunport,ABQ,KABQ,30140,"Albuquerque, NM",NM,35.04,-106.6,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,1852,-3,0,0,2,2,0,USW00023050,2019-01-10 00:00:00 UTC,4.03,,0.14,0,0,38,46,30,220,220,13,14.1,1,,,,,,,,,,,,,,,,,USW00023183,2019-01-10 00:00:00 UTC,3.8,,0,,,60,67,50,120,120,8.9,11,,,,,,,,,,,,,,,,,
405990,2019,7,Sun,2019-01-06 00:00:00 UTC,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,12191,1219102,William P Hobby,HOU,KHOU,31453,"Houston, TX",TX,29.64,-95.27,1903,13,13,0,21,21,1,USW00023183,2019-01-06 00:00:00 UTC,3.8,,0.48,,,54,55,47,130,130,10.1,12.1,1,,,,,,,,,,,,,,,,,USW00012918,2019-01-06 00:00:00 UTC,7.16,,0,,,59,73,48,160,170,16.1,21.9,1,,,,,,,,,,,,,,,,
83561,2019,7,Sun,2019-01-27 00:00:00 UTC,11057,1105703,Charlotte Douglas International,CLT,KCLT,31057,"Charlotte, NC",NC,35.21,-80.94,11278,1127805,Ronald Reagan Washington National,DCA,KDCA,30852,"Washington, DC",VA,38.85,-77.03,2215,-3,0,0,6,6,0,USW00013881,2019-01-27 00:00:00 UTC,2.46,,0,0,0,40,52,26,340,340,8.1,10.1,1,,,,,,,1,,,,,,,,,,USW00093738,2019-01-27 00:00:00 UTC,6.71,,0,0,0,32,47,20,190,180,15,19.9,,,,,,,,,,,,,,,,,
486394,2019,2,Tue,2019-01-01 00:00:00 UTC,14869,1486903,Salt Lake City International,SLC,KSLC,34614,"Salt Lake City, UT",UT,40.78,-111.97,10918,1091802,Cedar City Regional,CDC,KCDC,30918,"Cedar City, UT",UT,37.7,-113.09,856,-9,0,0,-5,0,0,USW00024127,2019-01-01 00:00:00 UTC,3.13,,0,0,2,17,23,6,290,140,8.9,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368369,2019,4,Thu,2019-01-03 00:00:00 UTC,12173,1217305,Daniel K Inouye International,HNL,PHNL,32134,"Honolulu, HI",HI,21.3,-157.9,12889,1288903,McCarran International,LAS,KLAS,32211,"Las Vegas, NV",NV,36.08,-115.15,636,6,6,0,10,10,0,USW00023174,2019-01-03 00:00:00 UTC,6.26,,0,,,54,66,45,270,280,15,18.1,,,,,,,,,,,,,,,,,,USW00023169,2019-01-03 00:00:00 UTC,2.24,,0,0,0,39,51,30,200,200,6.9,8.1,,,,,,,,,,,,,,,,,
123592,2019,2,Tue,2019-01-15 00:00:00 UTC,10792,1079206,Buffalo Niagara International,BUF,KBUF,30792,"Buffalo, NY",NY,42.94,-78.73,13930,1393007,Chicago O'Hare International,ORD,KORD,30977,"Chicago, IL",IL,41.97,-87.9,1303,24,24,1,32,32,1,USW00014733,2019-01-15 00:00:00 UTC,12.75,,0,0,1.2,,29,23,210,240,28,36.9,1,,,,,1,,,,,,,,,,,,USW00094846,2019-01-15 00:00:00 UTC,11.18,,0,0,1.2,26,32,24,220,220,21,31.1,1,,,,,1,,,,,,,,,,,
546822,2019,2,Tue,2019-01-01 00:00:00 UTC,12448,1244807,Jackson Medgar Wiley Evers International,JAN,KJAN,32448,"Jackson/Vicksburg, MS",MS,32.31,-90.07,12266,1226603,George Bush Intercontinental Houston,IAH,KIAH,31453,"Houston, TX",TX,29.98,-95.34,1539,-1,0,0,-3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USW00022521,2019-01-01 00:00:00 UTC,10.74,,0,,,78,84,72,60,60,19.9,25.1,,,,,,,,,,,,,,,,,
140771,2019,3,Wed,2019-01-02 00:00:00 UTC,13232,1323202,Chicago Midway International,MDW,KMDW,30977,"Chicago, IL",IL,41.78,-87.75,14831,1483106,Norman Y. Mineta San Jose International,SJC,KSJC,32457,"San Jose, CA",CA,37.36,-121.92,1830,15,15,1,47,47,1,USW00094846,2019-01-02 00:00:00 UTC,8.72,,0.01,0.1,0,28,30,26,260,240,19.9,29.1,1,,,,,1,,,,,,,,,,,,USW00023293,2019-01-02 00:00:00 UTC,4.03,,0,,,,57,33,330,330,8.9,10.1,,,,,,,,,,,,,,,,,
139382,2019,3,Wed,2019-01-02 00:00:00 UTC,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,10721,1072102,General Edward Lawrence Logan International,BOS,KBOS,30721,"Boston, MA",MA,42.36,-71,2356,-19,0,0,12,12,0,USW00003017,2019-01-02 00:00:00 UTC,8.95,,0,0,0,15,38,2,210,210,17,21,,,,,,,,,,,,,,,,,,USW00014739,2019-01-02 00:00:00 UTC,9.4,,0,0,,33,37,28,310,330,18.1,23,,,,,,,,,,,,,,,,,
379845,2019,6,Sat,2019-01-05 00:00:00 UTC,10397,1039707,Hartsfield Jackson Atlanta International,ATL,KATL,30397,"Atlanta, GA",GA,33.63,-84.42,11003,1100303,The Eastern Iowa,CID,KCID,31003,"Cedar Rapids/Iowa City, IA",IA,41.88,-91.71,1144,-23,0,0,-5,0,0,USW00013874,2019-01-05 00:00:00 UTC,13.42,,0,0,0,49,59,44,280,330,23.9,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394020,2019,6,Sat,2019-01-12 00:00:00 UTC,11618,1161802,Newark Liberty International,EWR,KEWR,31703,"Newark, NJ",NJ,40.69,-74.16,13232,1323202,Chicago Midway International,MDW,KMDW,30977,"Chicago, IL",IL,41.78,-87.75,1626,-19,0,0,-5,0,0,USW00014734,2019-01-12 00:00:00 UTC,6.26,,0,0,0,26,35,20,300,300,13,16.1,,,,,,,,,,,,,,,,,,USW00094846,2019-01-12 00:00:00 UTC,11.41,,0.12,2.2,0,30,32,29,70,70,21,30,1,,,,,,,1,,,,,,,,,
258227,2019,3,Wed,2019-01-09 00:00:00 UTC,12902,1290205,Liberal Mid America Regional,LBL,KLBL,32902,"Liberal, KS",KS,37.04,-100.95,14288,1428805,Pueblo Memorial,PUB,KPUB,34288,"Pueblo, CO",CO,38.28,-104.49,536,-1,0,0,-7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382748,2019,5,Fri,2019-01-11 00:00:00 UTC,10792,1079206,Buffalo Niagara International,BUF,KBUF,30792,"Buffalo, NY",NY,42.94,-78.73,10721,1072102,General Edward Lawrence Logan International,BOS,KBOS,30721,"Boston, MA",MA,42.36,-71,815,-16,0,0,-5,0,0,USW00014733,2019-01-11 00:00:00 UTC,6.93,,0.01,0.5,3.1,,20,11,310,300,16.1,21,1,,,,,,,,,,,,,,,,,USW00014739,2019-01-11 00:00:00 UTC,18.12,,0,0,,27,30,17,320,310,28,35.1,,,,,,,,,,,,,,,,,
202310,2019,5,Fri,2019-01-04 00:00:00 UTC,11278,1127805,Ronald Reagan Washington National,DCA,KDCA,30852,"Washington, DC",DC,38.85,-77.03,11267,1126702,James M Cox Dayton International,DAY,KDAY,31267,"Dayton, OH",OH,39.9,-84.21,1937,-19,0,0,-9,0,0,USW00093738,2019-01-04 00:00:00 UTC,3.8,,0.03,0,0,36,46,28,190,180,13,15,1,,,,,,,1,,,,,,,,,,USW00053859,2019-01-04 00:00:00 UTC,6.49,,1.06,,,,52,30,360,10,17,23,1,,,,,,,1,,,,,,,,,
261526,2019,1,Mon,2019-01-28 00:00:00 UTC,14107,1410702,Phoenix Sky Harbor International,PHX,KPHX,30466,"Phoenix, AZ",AZ,33.43,-112.01,14747,1474703,Seattle Tacoma International,SEA,KSEA,30559,"Seattle, WA",WA,47.44,-122.3,755,-15,0,0,-7,0,0,USW00023183,2019-01-28 00:00:00 UTC,3.58,,0,,,58,72,47,110,130,10.1,13,,,,,,,,,,,,,,,,,,USW00024233,2019-01-28 00:00:00 UTC,10.74,,0,0,0,43,51,37,20,20,18.1,21.9,1,,,,,,,,,,,,,,,,
142703,2019,3,Wed,2019-01-09 00:00:00 UTC,12889,1288903,McCarran International,LAS,KLAS,32211,"Las Vegas, NV",NV,36.08,-115.15,15304,1530402,Tampa International,TPA,KTPA,33195,"Tampa, FL",FL,27.97,-82.53,2312,12,12,0,14,14,0,USW00023169,2019-01-09 00:00:00 UTC,3.8,,0,0,0,52,62,45,90,80,8.1,10.1,,,,,,,,,,,,,,,,,,USW00012842,2019-01-09 00:00:00 UTC,7.61,,0,0,0,65,74,53,300,290,17,23.9,,,,,,,,,,,,,,,,,
507699,2019,1,Mon,2019-01-07 00:00:00 UTC,13487,1348702,Minneapolis St Paul International Wold Chamberlain,MSP,KMSP,31650,"Minneapolis, MN",MN,44.88,-93.22,11618,1161802,Newark Liberty International,EWR,KEWR,31703,"Newark, NJ",NJ,40.69,-74.16,1623,-31,0,0,-8,0,0,USW00012917,2019-01-07 00:00:00 UTC,8.28,,0,,,64,75,57,200,190,21,25.9,,,,,,,,,,,,,,,,,,USW00014734,2019-01-07 00:00:00 UTC,9.62,,0,0,0,31,34,25,320,340,25.1,30,,,,,,,,,,,,,,,,,
405582,2019,7,Sun,2019-01-06 00:00:00 UTC,13342,1334207,General Mitchell International,MKE,KMKE,33342,"Milwaukee, WI",WI,42.94,-87.89,11292,1129202,Denver International,DEN,KDEN,30325,"Denver, CO",CO,39.86,-104.67,1757,12,12,0,-1,0,0,USW00014839,2019-01-06 00:00:00 UTC,11.41,,0,0,0,37,40,29,130,130,25.1,33.1,,,,1,,,,,,,,,,,,,,USW00003017,2019-01-06 00:00:00 UTC,9.4,,0,0,0,42,58,30,280,270,23.9,33.1,,,,,,,,,,,,,,,,,
